CustomerID,Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,OnlineReservation,DeliveryOrder,LoyaltyProgramMember,WaitTime,ServiceRating,FoodRating,AmbianceRating,HighSatisfaction
861,26,Male,114739,Monthly,98.53907642583063,Chinese,Dinner,5,Casual,Dine-in,0,0,0,15.49278600639335,5,1,4,0
862,51,Female,103678,Daily,111.30103932810398,Chinese,Lunch,8,Celebration,Dine-in,0,1,0,13.028538970949516,4,1,4,1
863,22,Female,60978,Monthly,20.597347215301376,Chinese,Dinner,2,Celebration,Takeaway,0,0,1,31.788070804494716,2,2,1,0
864,54,Female,92219,Weekly,161.24861370972803,Mexican,Lunch,7,Celebration,Takeaway,0,1,1,47.41376468698968,4,3,1,0
865,63,Male,73684,Monthly,149.17051849163366,Chinese,Breakfast,5,Casual,Takeaway,0,1,0,54.00283230965103,1,2,5,0
866,37,Female,80987,Rarely,29.45864670639577,Indian,Lunch,6,Casual,Dine-in,0,1,0,40.70981044050509,3,3,5,0
867,65,Male,83795,Weekly,108.71032736237073,Chinese,Lunch,6,Celebration,Dine-in,1,0,0,12.444720719025636,2,3,1,0
868,44,Male,121995,Weekly,107.96508009936795,American,Breakfast,9,Casual,Dine-in,0,0,1,35.16756189705207,4,5,2,0
869,67,Female,40132,Monthly,137.0001440429446,Indian,Lunch,2,Celebration,Takeaway,0,1,0,15.58497656468562,2,3,4,0
870,37,Male,46888,Rarely,168.90950043757067,Indian,Breakfast,7,Business,Takeaway,0,1,0,46.66917124903171,4,2,5,0
871,58,Male,117392,Monthly,84.76835014722208,American,Breakfast,8,Business,Dine-in,0,0,0,49.870181022947136,2,5,2,0
872,51,Male,120651,Monthly,171.19684372354428,Mexican,Breakfast,8,Casual,Dine-in,0,0,0,4.11949370909344,1,3,5,0
873,61,Male,53243,Rarely,45.62339709234186,American,Breakfast,1,Casual,Dine-in,0,0,1,57.04250765329644,3,4,4,0
874,25,Female,145582,Rarely,153.63769579420108,Chinese,Breakfast,8,Business,Dine-in,1,0,1,37.82694814325005,5,5,4,0
875,23,Female,113128,Monthly,109.40101691727145,American,Breakfast,6,Business,Dine-in,0,0,0,4.66146300495746,2,1,3,0
876,45,Male,81659,Rarely,28.238288875040297,Chinese,Dinner,6,Business,Dine-in,0,1,1,30.120605239092924,4,2,3,0
877,34,Male,71400,Rarely,33.028422627921046,Chinese,Breakfast,4,Celebration,Dine-in,1,1,0,38.10683444669052,4,1,1,0
878,45,Female,33354,Weekly,48.95719467224002,Italian,Breakfast,2,Casual,Dine-in,0,0,1,7.053105845357082,5,4,5,0
879,40,Female,105103,Rarely,191.41182258182457,Mexican,Breakfast,8,Celebration,Dine-in,1,0,1,53.79366291821155,2,2,4,0
880,28,Male,21013,Monthly,124.79122356116706,Italian,Lunch,3,Business,Takeaway,1,0,0,49.389774834930634,5,2,1,0
881,32,Male,115561,Monthly,185.40145786385608,Italian,Breakfast,8,Business,Takeaway,0,0,0,19.287737377033153,4,2,4,0
882,42,Female,29377,Monthly,35.907718018430685,American,Lunch,3,Casual,Takeaway,0,0,1,26.989066107482113,3,3,5,0
883,39,Female,81856,Monthly,10.96138508479119,American,Breakfast,1,Business,Dine-in,0,0,1,46.167339537143214,2,4,3,0
884,59,Male,26530,Daily,155.15494658675834,American,Lunch,6,Casual,Takeaway,0,0,1,24.605249021254856,5,4,1,0
885,22,Male,139877,Rarely,112.72594900341915,Indian,Dinner,2,Business,Dine-in,1,1,1,19.4031833755368,3,1,1,0
886,68,Male,81959,Monthly,171.93537319325506,Chinese,Lunch,9,Casual,Takeaway,0,0,1,24.14786096935921,1,3,5,0
887,60,Male,87656,Monthly,141.28071971605854,American,Breakfast,8,Business,Takeaway,1,1,0,25.874070415671543,4,4,4,0
888,62,Male,91688,Weekly,104.45467983072507,Indian,Dinner,1,Business,Takeaway,1,1,1,47.59745289789018,2,2,4,0
889,57,Female,53277,Monthly,124.1532335369126,Chinese,Lunch,3,Business,Takeaway,0,0,1,32.00725420033173,1,3,5,0
890,68,Female,82561,Monthly,48.75260811690517,Chinese,Lunch,1,Business,Dine-in,1,0,0,7.013674283526861,4,5,5,0
891,65,Female,104032,Weekly,129.9634582976081,Indian,Dinner,4,Casual,Takeaway,0,0,0,40.78510134878977,4,5,3,0
892,37,Female,149658,Daily,24.919682059556408,Chinese,Breakfast,9,Celebration,Dine-in,1,0,0,7.846623377451114,5,4,5,1
893,56,Female,78086,Daily,144.82386956267354,Chinese,Dinner,5,Celebration,Dine-in,0,1,0,42.25347089648719,3,1,2,0
894,24,Male,50879,Weekly,19.172642445384106,Mexican,Breakfast,7,Casual,Dine-in,0,1,0,23.677844980040273,1,3,5,0
895,36,Male,89941,Daily,85.44055181988527,Chinese,Lunch,5,Business,Dine-in,0,1,0,28.532248646260296,4,2,4,0
896,47,Female,111573,Monthly,67.99235342188125,Mexican,Breakfast,2,Casual,Dine-in,0,1,1,12.831294929213684,2,3,3,0
897,18,Male,72238,Monthly,62.1203177288305,American,Breakfast,4,Celebration,Takeaway,1,1,1,50.794699847715194,1,5,2,0
898,66,Female,117916,Weekly,33.6780720777308,Mexican,Dinner,2,Celebration,Dine-in,1,1,1,8.847471839238105,2,1,1,1
899,57,Male,27829,Monthly,19.17556855710393,Mexican,Breakfast,8,Casual,Dine-in,1,1,0,49.532432588512904,5,4,1,0
900,37,Female,22230,Weekly,179.3577899206674,Mexican,Dinner,6,Celebration,Dine-in,0,0,1,14.122936133441774,2,3,5,0
901,23,Female,77844,Weekly,113.71794874220734,Indian,Breakfast,1,Casual,Takeaway,1,1,0,54.597968919551754,5,4,1,0
902,43,Female,149118,Weekly,90.35308747568939,Italian,Breakfast,8,Casual,Dine-in,1,1,0,38.49156130144331,2,1,5,0
903,40,Male,67199,Weekly,12.509853559569923,Italian,Breakfast,2,Business,Takeaway,0,0,0,48.62787468355047,3,4,1,0
904,29,Female,86899,Weekly,176.27064547453443,Chinese,Lunch,7,Business,Dine-in,0,0,0,27.84380221151995,1,2,2,0
905,36,Male,94510,Rarely,120.27094845751628,Indian,Breakfast,7,Celebration,Takeaway,1,0,0,48.32593552524729,2,3,2,0
906,28,Male,98058,Daily,74.71047144069168,American,Dinner,2,Business,Takeaway,0,1,1,37.7061976298234,4,3,3,0
907,18,Male,33736,Weekly,164.95746658073307,Mexican,Breakfast,8,Celebration,Dine-in,0,1,0,9.708082083897763,3,5,1,0
908,42,Male,124552,Weekly,131.66967024590775,Chinese,Dinner,9,Celebration,Takeaway,0,1,1,4.83792398174387,1,2,2,0
909,45,Male,35395,Rarely,190.88442218410168,Chinese,Dinner,4,Casual,Dine-in,0,0,0,46.52570530486041,1,1,4,0
910,64,Female,146852,Monthly,26.717018627385954,American,Dinner,2,Casual,Dine-in,0,0,1,41.75420024600476,1,1,3,0
911,69,Female,71808,Weekly,140.8388472280615,American,Breakfast,3,Business,Takeaway,0,0,1,10.129259207354144,5,5,4,1
912,68,Female,35185,Weekly,86.66911904488802,Mexican,Breakfast,4,Casual,Takeaway,1,1,1,10.0793725887765,3,5,5,1
913,55,Female,21676,Weekly,96.74964613308248,American,Dinner,7,Celebration,Takeaway,0,0,1,45.734123724650274,4,1,1,0
914,46,Male,127276,Weekly,164.38234696198506,American,Breakfast,3,Celebration,Dine-in,0,0,1,33.41491345361922,4,5,1,1
915,53,Male,102136,Weekly,154.72946050731346,Indian,Lunch,4,Casual,Dine-in,0,1,0,12.74638265093821,4,2,3,0
916,66,Female,89919,Daily,59.16874125649566,Italian,Breakfast,1,Celebration,Dine-in,0,0,1,7.784940240717127,4,4,1,1
917,27,Female,28317,Daily,56.02901182750218,Indian,Breakfast,2,Casual,Dine-in,1,1,0,11.040261320775455,4,1,2,0
918,68,Female,49070,Weekly,123.97533347999541,Indian,Dinner,7,Business,Takeaway,1,0,1,22.52611768511208,5,1,4,0
919,44,Female,36731,Weekly,138.7091002885181,Chinese,Lunch,5,Casual,Dine-in,0,0,0,49.125116236390944,1,5,4,0
920,69,Female,132180,Weekly,37.662293891478015,Italian,Lunch,3,Celebration,Dine-in,1,1,0,30.15279748829514,3,2,1,0
921,51,Male,98793,Weekly,102.84897436751811,Mexican,Lunch,8,Business,Dine-in,0,0,0,49.34054766558948,4,4,4,0
922,66,Male,32487,Monthly,53.28071187261856,American,Dinner,1,Celebration,Takeaway,0,1,0,14.220371998491682,3,2,4,0
923,18,Female,37819,Monthly,186.80800253074213,Chinese,Dinner,7,Casual,Dine-in,0,0,0,14.206976990754885,2,4,4,0
924,25,Male,26355,Monthly,69.62698685169653,Italian,Lunch,2,Casual,Dine-in,0,0,1,42.417059691792836,3,1,2,0
925,54,Male,86543,Weekly,152.50763980673295,Chinese,Breakfast,5,Business,Dine-in,0,0,0,56.590525796577246,5,1,1,0
926,67,Male,117648,Weekly,94.4044184389143,Italian,Breakfast,2,Business,Dine-in,0,0,0,29.12231099560496,1,5,3,0
927,55,Male,118250,Monthly,192.33446249948867,Chinese,Dinner,7,Celebration,Dine-in,0,1,0,27.536980013121447,5,5,4,1
928,23,Female,105464,Daily,44.149599546751624,Mexican,Lunch,9,Celebration,Takeaway,0,0,0,40.52250998194499,2,1,1,0
929,38,Male,51873,Daily,140.16681550400773,Italian,Lunch,7,Business,Dine-in,1,1,0,21.71101441381181,2,2,4,0
930,53,Male,38795,Daily,119.94013234211236,American,Lunch,3,Casual,Dine-in,1,0,0,45.65139842130393,4,1,1,0
931,28,Male,32355,Weekly,87.75154678840202,Chinese,Lunch,4,Casual,Dine-in,0,1,0,59.427324585882545,5,2,2,0
932,62,Female,112173,Monthly,74.31785093440077,American,Dinner,9,Business,Dine-in,0,1,0,10.69242363183462,2,3,1,0
933,26,Female,63111,Rarely,142.71068196753276,Indian,Dinner,9,Business,Dine-in,1,0,1,22.64363767161351,4,1,2,0
934,46,Male,20312,Daily,46.10172985478595,American,Breakfast,4,Celebration,Dine-in,0,0,0,0.6740306695882547,1,2,3,0
935,27,Male,24045,Weekly,16.312772162081274,Mexican,Lunch,1,Celebration,Takeaway,0,0,0,57.06419914072057,5,5,5,0
936,64,Female,28666,Monthly,76.38581439029423,Mexican,Breakfast,1,Celebration,Dine-in,0,1,0,44.73677334079932,2,2,1,0
937,41,Female,68313,Weekly,65.17347118294035,Indian,Breakfast,3,Casual,Takeaway,1,0,1,40.262814742464606,2,2,4,0
938,35,Male,111143,Rarely,39.794432210860165,Mexican,Lunch,5,Business,Takeaway,0,0,0,13.532128246541042,4,3,3,0
939,62,Male,135545,Daily,32.947084905973526,Indian,Breakfast,5,Celebration,Takeaway,0,0,0,14.581919151648313,5,4,5,0
940,68,Female,142488,Rarely,134.2541013817185,Mexican,Breakfast,9,Celebration,Takeaway,1,0,1,6.407932128775453,3,4,3,0
941,50,Female,147673,Monthly,71.97721681512674,Italian,Lunch,5,Celebration,Dine-in,1,0,1,37.322290288854845,2,5,2,0
942,45,Female,21712,Monthly,116.7042536366184,Chinese,Breakfast,4,Celebration,Takeaway,1,1,1,57.969668443138104,2,3,4,0
943,45,Female,126811,Rarely,32.99976137878065,Chinese,Dinner,8,Celebration,Dine-in,1,0,0,24.103727577574993,2,5,5,0
944,37,Female,76586,Daily,162.82966479251388,Chinese,Breakfast,6,Celebration,Dine-in,0,1,0,43.67959338064105,3,4,3,0
945,53,Male,118602,Daily,102.82772239309166,Chinese,Dinner,4,Celebration,Dine-in,0,0,0,21.005649829598102,1,5,5,1
946,48,Male,134375,Weekly,35.60818532113152,Indian,Dinner,3,Business,Dine-in,1,0,0,4.771248989117824,1,3,4,0
947,33,Female,124339,Weekly,78.28989623054906,Italian,Lunch,2,Business,Takeaway,0,0,1,51.99130846363711,4,1,5,0
948,31,Male,75218,Daily,93.35382848073951,Italian,Dinner,3,Celebration,Dine-in,0,0,1,47.0827503490952,2,1,1,0
949,56,Male,101953,Rarely,59.87254085894861,American,Lunch,6,Celebration,Takeaway,0,0,1,4.773750369268434,1,4,2,0
950,54,Female,66418,Weekly,148.83810507421902,Italian,Dinner,7,Business,Dine-in,0,0,1,3.4475620063632673,4,1,4,0
951,56,Male,122101,Weekly,47.13551689613215,Mexican,Breakfast,4,Business,Takeaway,0,1,1,8.730503549284801,4,1,1,0
952,32,Male,132648,Weekly,135.7284503445674,Italian,Lunch,3,Celebration,Takeaway,0,0,1,41.46595883893675,2,1,1,0
953,19,Female,45224,Weekly,12.377540373360837,Chinese,Dinner,2,Celebration,Dine-in,0,0,0,34.80941943878539,5,5,2,0
954,67,Female,144519,Weekly,142.15270693147232,Italian,Breakfast,5,Casual,Takeaway,0,1,0,54.5051281585103,5,2,3,0
955,56,Male,128066,Rarely,161.58195312492498,American,Breakfast,9,Celebration,Takeaway,0,0,1,44.84386248006663,1,1,1,0
956,66,Male,65207,Monthly,121.37106384047831,Chinese,Dinner,7,Casual,Dine-in,1,1,0,50.18876480249667,1,5,1,0
957,19,Female,143152,Weekly,14.930916930442146,Mexican,Dinner,5,Celebration,Takeaway,0,1,1,1.3272325613263636,5,3,4,0
958,51,Female,56931,Rarely,122.39576637212535,American,Lunch,8,Celebration,Takeaway,0,1,0,10.77571359558229,5,3,3,0
959,44,Female,129502,Rarely,160.3178974147708,Indian,Breakfast,9,Celebration,Takeaway,1,0,0,26.336665845080343,4,2,2,0
960,54,Female,48233,Weekly,31.42432725046808,American,Lunch,5,Casual,Dine-in,0,0,0,19.326012977459882,5,2,2,0
961,69,Female,33613,Weekly,37.29416539139048,American,Lunch,3,Casual,Takeaway,0,0,0,4.40879078042816,4,1,5,0
962,35,Female,45915,Rarely,101.0633329895042,Italian,Breakfast,1,Celebration,Dine-in,0,0,0,15.80819149516407,5,2,2,0
963,50,Female,85293,Rarely,162.42137139186585,Chinese,Breakfast,2,Celebration,Takeaway,0,0,1,30.613793359312066,4,1,3,0
964,35,Male,118376,Monthly,153.14847488737627,Mexican,Lunch,4,Business,Dine-in,0,1,0,15.23986014663569,4,5,2,0
965,58,Female,128387,Monthly,184.39402633563884,Italian,Lunch,1,Business,Dine-in,0,1,0,20.708185531036285,1,1,1,0
966,26,Male,124503,Monthly,54.2515072034645,Mexican,Lunch,3,Business,Takeaway,0,0,0,24.028552010663972,4,2,5,0
967,26,Female,88466,Weekly,180.77851697085092,Italian,Dinner,5,Casual,Dine-in,0,0,1,31.700680871543046,2,3,4,0
968,57,Male,78589,Monthly,134.48572670074668,Italian,Lunch,4,Business,Dine-in,0,1,0,3.2903945278918467,5,5,5,1
969,19,Female,44654,Monthly,99.39129786053547,American,Breakfast,5,Business,Dine-in,0,0,0,40.292501697393085,2,4,2,0
970,49,Female,52752,Monthly,60.89937277458318,American,Breakfast,9,Celebration,Takeaway,0,0,0,53.95906127930286,3,4,5,0
971,18,Male,101549,Weekly,74.7929028841897,Italian,Dinner,3,Casual,Dine-in,1,1,1,0.2676916880271918,1,1,2,1
972,64,Female,46777,Rarely,89.63506856013466,Italian,Dinner,8,Business,Dine-in,1,1,1,27.756349627839356,5,1,5,0
973,23,Female,100608,Monthly,94.62495634213045,Indian,Lunch,6,Casual,Takeaway,0,0,1,48.66942298399077,3,4,2,0
974,52,Female,144610,Daily,133.45625658578885,Mexican,Lunch,8,Business,Dine-in,1,1,0,18.113529010339338,3,1,3,0
975,63,Male,22861,Rarely,25.77778459067686,American,Lunch,8,Business,Takeaway,0,0,0,1.5285020527432502,5,4,5,0
976,53,Male,65710,Monthly,181.98862242701608,Mexican,Breakfast,6,Business,Takeaway,0,1,1,31.670625003960943,1,2,5,0
977,57,Male,20093,Weekly,166.16510765255657,Italian,Breakfast,8,Casual,Takeaway,0,0,1,5.0247983178935645,3,3,3,0
978,41,Female,134722,Rarely,89.56915261993969,Indian,Dinner,4,Celebration,Takeaway,0,0,0,30.24483114437787,1,2,4,0
979,28,Female,57083,Weekly,59.5419667212057,American,Lunch,8,Business,Takeaway,0,0,0,33.92845537316397,4,3,5,0
980,57,Male,55138,Weekly,49.22026882173958,Chinese,Dinner,9,Celebration,Takeaway,0,0,0,5.558672208757924,5,3,5,0
981,32,Female,96451,Weekly,134.18519879028514,Italian,Dinner,5,Business,Takeaway,1,0,1,30.430459386044284,3,4,2,0
982,55,Male,44538,Weekly,103.06734859412492,American,Breakfast,8,Business,Dine-in,0,1,1,31.917896659950078,4,3,4,0
983,20,Male,57386,Monthly,114.32945837301976,Italian,Lunch,8,Casual,Takeaway,0,1,0,36.247334529278476,3,5,4,0
984,59,Female,40510,Weekly,185.92193382644493,Mexican,Breakfast,9,Casual,Takeaway,0,0,0,50.25718824153369,2,3,4,0
985,60,Male,130223,Monthly,113.44374054519884,Italian,Lunch,2,Casual,Dine-in,1,1,1,25.115967141077935,5,4,1,1
986,66,Female,35655,Weekly,168.47896337379473,American,Breakfast,7,Casual,Takeaway,0,0,1,44.282349437078274,3,4,4,0
987,32,Male,52396,Daily,12.408315081774145,Indian,Lunch,1,Celebration,Takeaway,0,0,0,31.583121037893914,3,1,3,0
988,32,Female,78876,Weekly,169.6905015151832,Indian,Breakfast,4,Casual,Dine-in,0,1,1,16.6324537070211,4,5,5,1
989,37,Male,57889,Weekly,143.15259488617747,Chinese,Breakfast,5,Business,Takeaway,0,1,1,54.843938689802975,1,2,4,0
990,63,Female,86031,Rarely,77.70085228331983,Chinese,Breakfast,4,Celebration,Takeaway,1,1,1,29.274641355025373,4,2,4,1
991,35,Male,54829,Weekly,118.87564632795625,Italian,Dinner,2,Business,Dine-in,1,1,1,58.08679196468722,5,4,2,1
992,39,Female,138735,Weekly,149.77980520014407,American,Lunch,5,Business,Takeaway,1,1,0,56.01931507814416,3,4,1,0
993,54,Male,73556,Weekly,115.2968060312857,Indian,Lunch,2,Business,Dine-in,0,1,1,25.145158919715914,1,3,2,0
994,32,Female,28066,Weekly,17.579144995389683,Italian,Lunch,7,Business,Dine-in,1,1,0,28.751392433309846,2,1,1,0
995,42,Male,79689,Rarely,96.1167713076355,Indian,Dinner,7,Casual,Takeaway,0,1,0,1.969663339501737,3,3,5,0
996,26,Male,30983,Rarely,177.8478650682053,Indian,Breakfast,8,Casual,Dine-in,1,0,0,17.397187511155526,1,1,3,0
997,53,Male,34411,Weekly,154.41550917302246,Italian,Lunch,6,Casual,Dine-in,0,0,0,48.82977393513205,1,4,5,0
998,67,Male,52525,Monthly,183.2444705191483,American,Breakfast,2,Casual,Dine-in,0,1,0,26.868774547174155,2,2,1,0
999,20,Male,125831,Daily,63.69375556149373,Mexican,Lunch,4,Casual,Takeaway,1,0,1,31.76272632246535,1,2,2,0
1000,37,Female,21182,Weekly,29.443292883102213,Indian,Lunch,8,Casual,Takeaway,1,0,1,39.952991373732786,1,5,3,0
1001,40,Female,47293,Monthly,79.59858815745945,Indian,Breakfast,9,Celebration,Takeaway,0,1,1,48.731344940758184,3,5,5,0
1002,68,Male,140366,Daily,26.830749101656778,American,Breakfast,7,Casual,Takeaway,0,0,1,19.00287938064309,2,3,2,0
1003,45,Female,109063,Weekly,102.41190878779842,Chinese,Dinner,6,Business,Takeaway,1,0,1,55.49955813705719,5,1,2,0
1004,57,Male,99335,Rarely,131.08913528864346,Indian,Lunch,3,Business,Takeaway,1,0,1,12.310389909719927,4,1,4,0
1005,35,Male,121002,Weekly,180.63215151306244,Chinese,Lunch,5,Business,Takeaway,0,1,0,15.644211920318277,4,1,1,0
1006,20,Female,27928,Rarely,145.24833317905146,Italian,Dinner,2,Business,Dine-in,0,0,0,48.109771704915254,5,3,3,0
1007,50,Female,28016,Weekly,90.71967577060066,Mexican,Lunch,1,Celebration,Dine-in,0,1,0,10.487910762344153,1,3,1,0
1008,21,Female,60804,Weekly,41.61750715763591,Indian,Breakfast,3,Celebration,Takeaway,0,0,0,31.500863986234304,3,4,1,0
1009,43,Male,144992,Rarely,80.0714142718904,Mexican,Dinner,7,Business,Dine-in,1,0,0,17.590568932735138,3,3,4,0
1010,39,Female,36544,Weekly,29.274275164091367,American,Dinner,1,Business,Dine-in,0,0,1,58.369403152264866,2,4,5,0
1011,38,Male,78868,Weekly,92.70556798390325,Mexican,Dinner,4,Business,Takeaway,0,0,1,14.2377460032735,4,1,4,0
1012,58,Male,140712,Monthly,99.91417892010874,Indian,Lunch,3,Casual,Takeaway,0,1,0,39.06641037340697,2,5,4,0
1013,45,Female,70378,Monthly,44.60916751117071,Chinese,Lunch,9,Business,Dine-in,0,0,0,2.7720215344789745,3,5,3,0
1014,48,Female,122266,Weekly,122.52302096969194,Italian,Breakfast,4,Celebration,Dine-in,1,0,1,31.844808787080904,1,5,1,1
1015,67,Female,91273,Weekly,98.47489848118207,Mexican,Breakfast,5,Casual,Dine-in,1,0,0,26.309563699846667,3,3,1,0
1016,50,Female,128686,Monthly,166.93114393903252,American,Dinner,8,Business,Dine-in,0,0,0,56.319628487565474,4,3,4,0
1017,18,Female,72347,Rarely,16.46855353873466,American,Dinner,4,Casual,Takeaway,0,1,0,54.15057910866955,4,4,1,0
1018,22,Female,145965,Monthly,51.47988262194291,American,Breakfast,5,Business,Dine-in,0,0,0,28.730599696326717,3,4,3,0
1019,29,Male,65074,Rarely,59.84302632978498,Indian,Breakfast,8,Casual,Takeaway,0,0,0,20.322295760584936,5,1,5,0
1020,63,Female,57362,Daily,14.732157940501029,Italian,Dinner,2,Casual,Takeaway,0,1,0,45.84981647022533,1,1,3,0
1021,51,Female,141449,Weekly,80.42166574159984,Chinese,Lunch,4,Business,Takeaway,1,0,0,51.254720246974955,3,3,4,0
1022,44,Male,75499,Rarely,83.06768849419211,Italian,Lunch,2,Business,Dine-in,0,0,0,59.75947711372499,2,1,5,0
1023,47,Male,146044,Rarely,10.969278568935461,Indian,Lunch,2,Casual,Dine-in,0,0,0,52.9499244335799,3,2,5,0
1024,38,Male,138115,Monthly,25.07198432834058,Chinese,Breakfast,9,Celebration,Dine-in,0,0,1,36.68946241154355,2,2,2,0
1025,43,Female,116085,Weekly,77.7315183190307,Indian,Breakfast,6,Casual,Takeaway,0,0,0,7.118831156018352,1,1,3,0
1026,18,Male,33560,Monthly,180.92155111416116,Chinese,Lunch,7,Business,Dine-in,1,1,1,2.746688416056451,2,1,5,0
1027,57,Female,79448,Weekly,100.67484317094997,Chinese,Breakfast,9,Casual,Takeaway,0,0,1,9.256491875117415,3,4,3,0
1028,34,Male,34492,Monthly,86.01726986745636,Chinese,Breakfast,8,Casual,Takeaway,1,1,1,7.060187173583814,1,5,1,0
1029,23,Male,80653,Daily,135.03561567563656,Mexican,Breakfast,4,Celebration,Takeaway,0,1,1,41.945814092782264,4,5,5,1
1030,46,Male,21547,Daily,183.58164821906902,Indian,Dinner,9,Business,Takeaway,1,0,0,7.705847530002243,4,2,2,0
1031,41,Male,100703,Weekly,118.25290240928152,American,Breakfast,1,Business,Takeaway,0,0,1,22.744273236257293,1,1,2,0
1032,37,Male,126751,Daily,196.52881811977338,Indian,Breakfast,9,Business,Takeaway,0,1,1,42.66816253981653,5,5,3,0
1033,52,Male,122629,Rarely,93.23870007187597,Italian,Lunch,5,Celebration,Takeaway,0,1,1,23.495912356601686,3,3,1,0
1034,69,Female,35930,Weekly,53.303498821331836,Mexican,Dinner,3,Business,Dine-in,0,0,0,11.67745929361091,1,5,3,0
1035,52,Female,27239,Rarely,111.55427103005158,American,Breakfast,6,Business,Takeaway,0,1,1,36.273536430878885,1,5,4,0
1036,69,Female,96870,Monthly,108.85875121985175,Chinese,Lunch,3,Business,Dine-in,0,1,0,32.80896004960336,3,1,2,0
1037,25,Female,77102,Daily,32.28842625107919,Indian,Dinner,9,Casual,Takeaway,1,0,0,48.180821833844604,5,1,2,0
1038,57,Male,28253,Weekly,95.93705690992313,Indian,Breakfast,6,Business,Takeaway,0,0,0,54.216892021359044,2,1,2,0
1039,36,Male,86014,Weekly,111.51378428316372,American,Dinner,4,Business,Takeaway,0,0,1,42.3568964456351,2,2,2,0
1040,30,Female,71590,Monthly,110.46823367353605,Chinese,Dinner,5,Casual,Takeaway,0,1,1,51.88045723369178,4,3,5,0
1041,48,Female,117176,Rarely,91.61688453456838,Indian,Dinner,3,Celebration,Takeaway,0,1,0,59.7036193915641,3,4,1,0
1042,56,Female,65128,Weekly,58.59423646841022,Chinese,Dinner,4,Celebration,Dine-in,1,0,1,53.92503090500245,4,2,1,1
1043,65,Female,34010,Weekly,164.09565425797908,Indian,Lunch,4,Celebration,Dine-in,0,0,1,8.492395624132671,4,4,5,1
1044,67,Female,102874,Monthly,22.771395647027127,American,Dinner,7,Business,Dine-in,0,0,1,35.60318674129044,1,2,1,0
1045,44,Female,148592,Daily,99.50965851471999,Italian,Lunch,2,Celebration,Takeaway,0,1,0,28.267455969021682,3,3,1,0
1046,29,Female,132507,Weekly,135.22463075675626,Indian,Breakfast,8,Celebration,Dine-in,0,1,0,25.518501198050178,5,4,5,1
1047,22,Male,73912,Rarely,198.4449157190955,Indian,Lunch,3,Celebration,Dine-in,0,0,1,3.233575570667917,1,5,4,1
1048,56,Female,103243,Monthly,73.43780810404203,Italian,Dinner,3,Business,Takeaway,0,1,0,57.53913498894478,2,2,3,0
1049,26,Female,54777,Monthly,41.32167147349398,Chinese,Breakfast,7,Business,Takeaway,0,0,1,49.90272534706392,1,3,3,0
1050,60,Female,59793,Weekly,158.68347022185887,American,Dinner,8,Casual,Dine-in,0,0,1,8.102969190086826,1,2,4,0
1051,34,Female,120607,Weekly,93.71719522378608,Italian,Breakfast,2,Business,Dine-in,0,0,1,31.162936294488006,1,5,4,0
1052,28,Male,46146,Rarely,11.44708010049708,American,Dinner,4,Business,Takeaway,1,0,1,52.80352782376378,5,1,5,0
1053,61,Female,63115,Monthly,81.98335000784625,American,Breakfast,4,Business,Takeaway,1,0,1,12.830513160036856,3,1,4,0
1054,26,Female,21350,Monthly,81.72279174311771,American,Breakfast,6,Celebration,Takeaway,1,1,1,50.61513285672215,1,3,4,0
1055,57,Male,149142,Monthly,105.27480607092583,Mexican,Breakfast,5,Business,Takeaway,0,1,1,35.21888417521433,5,1,4,0
1056,32,Female,115387,Weekly,198.83560490419634,Chinese,Dinner,7,Business,Dine-in,0,0,1,37.35023525174003,1,1,1,0
1057,61,Female,69799,Weekly,67.87915120801345,American,Dinner,5,Celebration,Dine-in,0,1,1,24.708838804304126,3,4,2,1
1058,53,Male,67998,Daily,112.4594737125367,Chinese,Lunch,9,Casual,Dine-in,1,0,0,52.317567218588906,5,5,5,0
1059,61,Female,24362,Daily,176.97585538917426,Chinese,Breakfast,9,Casual,Takeaway,0,0,0,57.58370681893139,2,1,5,0
1060,61,Female,130824,Daily,165.71957046805645,American,Dinner,6,Casual,Dine-in,0,0,1,45.081859055639754,1,5,1,0
1061,64,Female,48237,Monthly,144.21140399701935,Mexican,Lunch,2,Celebration,Dine-in,0,1,0,24.37742776254865,2,3,3,0
1062,55,Male,149421,Monthly,40.59452430416181,Indian,Breakfast,4,Business,Takeaway,1,0,0,37.37087756221324,1,3,1,0
1063,60,Male,140380,Monthly,145.26080640723066,American,Dinner,8,Celebration,Dine-in,1,1,0,36.31157072801871,1,3,2,0
1064,68,Female,70712,Monthly,87.31544034728134,Indian,Lunch,7,Celebration,Takeaway,0,1,0,34.174403324506194,2,1,3,0
1065,41,Female,70691,Monthly,44.77217664349665,American,Dinner,4,Casual,Takeaway,0,0,1,33.330799782514674,5,1,2,0
1066,47,Female,45934,Daily,38.46698080478869,Mexican,Breakfast,9,Casual,Dine-in,1,0,0,56.81307027542539,3,4,2,0
1067,40,Female,117841,Daily,186.76929406104202,Italian,Dinner,6,Business,Takeaway,1,0,1,56.37740242061348,3,5,1,0
1068,19,Male,44314,Daily,176.12673062604756,Indian,Lunch,8,Casual,Takeaway,0,0,1,59.66843089958084,4,5,1,0
